รหัสสินค้า,ชื่อสินค้า,รหัสหน่วยนับ,ชื่อหน่วยนับ,ตัวตั้ง,ตัวหาร
10143624,Vสีน้ำนอก-ด้าน SA-VED EX8001 เทาอ่อน 5กล,BK,ถัง,1,1
10143635,Vสีน้ำนอก-ด้าน SA-VED EX8000 ขาว 5กล,BK,ถัง,1,1
10143646,Vสีน้ำนอก-ด้าน SA-VED EX8088 ควัน กล,GAL,แกลลอน,1,1
10143654,Vสีน้ำนอก-ด้าน SA-VED EX8001 เทาอ่อน กล,GAL,แกลลอน,1,1
10143664,Vสีน้ำนอก-ด้าน SA-VED EX8000 ขาว กล,GAL,แกลลอน,1,1
10143670,Vสีน้ำใน-ด้าน SA-VED IN7088 ควัน 5กล,BK,ถัง,1,1
10143684,Vสีน้ำใน-ด้าน SA-VED IN7000 ขาว 5กล,BK,ถัง,1,1
10143695,Vสีน้ำใน-ด้าน SA-VED IN7088 ควัน กล,GAL,แกลลอน,1,1
10143707,Vสีน้ำใน-ด้าน SA-VED IN7000 ขาว กล,GAL,แกลลอน,1,1
10147501,"ฟองน้ำซับ 5""*10""*4"" NASH",EA,ชิ้น,1,1
10147656,แปรงลวดเหล็ก 3แถว 103 ขาว NASH,EA,ชิ้น,1,1
10147658,แปรงลวดเหล็ก 4แถว 104 ขาว NASH,EA,ชิ้น,1,1
10147659,แปรงลวดเหล็ก 5แถว 105 ขาว NASH,EA,ชิ้น,1,1
10147660,แปรงลวดเหล็ก 6แถว สีขาว106 NASH,EA,ชิ้น,1,1
10147661,"เกียงก่อ 6"" NASH",EA,ชิ้น,1,1
10147667,ดินสอขีดไม้ NASH แพค12,ZWG,แพค,1,1
10147676,ไขควงชุด 2ตัวชุด K0102 NASH,ZWF,ชุด,1,1
10147692,ไขควงลองไฟ K07621 NASH,EA,ชิ้น,1,1
10147699,ไขควงลองไฟ K07832 NASH สลับหัว,EA,ชิ้น,1,1
10147708,คราดมือเสือ เส้นลวด M0555 NASH,EA,ชิ้น,1,1
10148107,กรรไกรด้ามหุ้ม #4 M0167 NASH,EA,ชิ้น,1,1
10148112,"ฉากวัดไม้ 12"" N0353 NASH",EA,ชิ้น,1,1
10148146,ที่สูบลมมีหม้อพัก P1158 NASH,EA,ชิ้น,1,1
10151154,"เหล็กงัดยาง 12""*3/4"" NASH",EA,ชิ้น,1,1
10151163,"บ๊อกตัวที 6""*12MM. NASH",EA,ชิ้น,1,1
10151164,"บ๊อกตัวที 6""*13MM. NASH",EA,ชิ้น,1,1
10151180,"บ๊อกตัวที 6""*17MM. NASH",EA,ชิ้น,1,1
10151183,"บ๊อกตัวที 6""*19MM. NASH",EA,ชิ้น,1,1
10154343,เสื้อจราจร 24001 L NASH 4แถบ,EA,ชิ้น,1,1
10154348,เสื้อจราจร 2แถบ 24002 XL NASH,EA,ชิ้น,1,1
10154349,เสื้อจราจร 2แถบ 24002 XXL NASH,EA,ชิ้น,1,1
10154997,"ล้อยูรีเทน 4"" X14-A NASH หมุนรอบ",EA,ชิ้น,1,1
10155003,"ล้อยูรีเทน 6"" X14-A NASH หมุนรอบ",EA,ชิ้น,1,1
10155022,"ล้อยูรีเทน 4"" X14-E NASH แบบตาย",EA,ชิ้น,1,1
10155027,"ล้อยางแบน 3"" X18-A1 NASH มีเบรค",EA,ชิ้น,1,1
10155029,"ล้อยางแบน 4"" X18-A1 NASH มีเบรค",EA,ชิ้น,1,1
10155030,"ล้อยางแบน 5"" X18-A1 NASH มีเบรค",EA,ชิ้น,1,1
10155031,"ล้อยางแบน 6"" X18-A1 NASH มีเบรค",EA,ชิ้น,1,1
10155035,"ล้อยางแบน 8"" X18-A1 NASH มีเบรค",EA,ชิ้น,1,1
10155090,"ล้อยางแบน 3"" X18-A NASH หมุนรอบ",EA,ชิ้น,1,1
10155101,"ล้อยางแบน 4"" X18-A NASH หมุนรอบ",EA,ชิ้น,1,1
10155104,"ล้อยางแบน 5"" X18-A NASH หมุนรอบ",EA,ชิ้น,1,1
10155105,"ล้อยางแบน 6"" X18-A NASH หมุนรอบ",EA,ชิ้น,1,1
10155109,"ล้อยางแบน 3"" X18-E NASH แบบตาย",EA,ชิ้น,1,1
10155114,"ล้อยางแบน 4"" X18-E NASH แบบตาย",EA,ชิ้น,1,1
10155116,"ล้อยางแบน 5"" X18-E NASH แบบตาย",EA,ชิ้น,1,1
10164048,"เทปมิเนียม 1 1/2""*5 หลา NASH",ROL,ม้วน,1,1
10164051,"เทปมิเนียม 2"" * 30หลา NASH",ROL,ม้วน,1,1
10164054,"เทปมิเนียม 2"" * 5หลา NASH",ROL,ม้วน,1,1
10164056,"เทปมิเนียม 2 1/2"" * 45หลา NASH",ROL,ม้วน,1,1
10164207,"สายพานยกของ 3ตัน 3""*4ม. J&L เหลือง NASH",SEN,เส้น,1,1
10164209,"สายพานยกของ 5ตัน 5""*5ม. J&L สีแดง NASH",SEN,เส้น,1,1
10164223,สกรูไม้ฝา-ปม 7x25 ก.400 NASH,B,กล่อง,1,1
10164225,สกรูไม้ฝา-ปม 7x32 ก.250 NASH,B,กล่อง,1,1
10164226,สกรูไม้ฝา-ปม 7x45 ก.200 NASH,B,กล่อง,1,1
10164227,สกรูไม้ฝา-ปล 7x25 ก.400 NASH,B,กล่อง,1,1
10164228,สกรูไม้ฝา-ปล 7x32 ก.250 NASH,B,กล่อง,1,1
10164231,สกรูยึดโครงซีลาย 6 * 10 มิล NASH ถุง500,ZWG,แพค,1,1
10164573,สกรูลอนคู่-ปล#10x65 ทอง NASH ก.100,B,กล่อง,1,1
10173920,เชือกฟาง เส้นลวด ใหญ่ 170ก. NASH,ROL,ม้วน,1,1
10175147,กรองแสง 50X2X100 เขียว NASH,ROL,ม้วน,1,1
10175148,กรองแสง 50X2X100 ดำ NASH,ROL,ม้วน,1,1
10175218,"สกรูตัวเจ 3/4"" * 50ซม. NASH",EA,ชิ้น,1,1
10175430,เครื่องตัดหญ้า 2 จังหวะ 411 NASH,MC,เครื่อง,1,1
10176490,ค้อนพลาสติก 30มิล B-0211B NASH.,EA,ชิ้น,1,1
10176494,ค้อนพลาสติก 40มิล B-0211B NASH,EA,ชิ้น,1,1
10176898,"ก๊อกสนาม ZINC 3/4"" NASH/THOR",EA,ชิ้น,1,1
10176902,"บอลวาล์วมินิ ทล. 1/2"" 3ทาง ผมผ. A+/THOR",EA,ชิ้น,1,1
10176904,"บอลวาล์ว ZINC 1/2"" 2ทาง ผ.ผ.NASH/THOR",EA,ชิ้น,1,1
10176930,"บอลวาล์ว ZINC 1/2""NASH/THOR",EA,ชิ้น,1,1
10177032,"บอลวาล์ว ZINC 2""NASH/THOR",EA,ชิ้น,1,1
10177106,บันไดมิเนียม 5ขั้น LSS-5 NASH,EA,ชิ้น,1,1
10177109,บันไดมิเนียม 6ขั้น LSS-6 NASH,EA,ชิ้น,1,1
10177112,บันไดมิเนียม 7ขั้น LSS-7 NASH,EA,ชิ้น,1,1
10177113,บันไดมิเนียม 8ขั้น LSS-8 NASH,EA,ชิ้น,1,1
10177373,บันไดเอนกประสงค์ 4*3ขั้น R-14203 NASH,EA,ชิ้น,1,1
10177615,"กระจกโค้งโพลีมีหมวก 24"" NASH N-7615",EA,ชิ้น,1,1
10177680,กรวยจราจร 50 ซม. N-7680 NASH/YAMADA,EA,ชิ้น,1,1
10179673,"สายส่งน้ำ PVC 3""A ม้วน 100 ม. NASH",ROL,ม้วน,1,1
10180356,ชักโครกเด็ก MR-KZ6831-WT,ZWF,ชุด,1,1
10180552,เครื่องเป่าลม 600w MT40SA NASH,MC,เครื่อง,1,1
10180559,"สว่านไฟฟ้า 1/4"" MX651 NASH",MC,เครื่อง,1,1
10180636,สายเชื่อม 25SQ #500 NASH 20ม.ส้ม,D00,มัด,1,1
10180637,สายเชื่อม 35SQ #800 NASH 20ม.ส้ม,D00,มัด,1,1
10182548,"คอนเนคเตอร์ PVC 3/8"" เหลือง Power max",EA,ชิ้น,1,1
10182582,"คอนเนคเตอร์ PVC 1/2"" เหลือง Power max",EA,ชิ้น,1,1
10182583,"คอนเนคเตอร์ PVC 3/4"" เหลือง Power max",EA,ชิ้น,1,1
10185157,"ตาข่ายล้อมไก่ 2""X1.7ม. ยาว 10-12ม.",PUN,ผืน,1,1
10185158,"ตาข่ายล้อมไก่ 3""X1.7ม. ยาว 10-12ม.",PUN,ผืน,1,1
10185189,"ลูกกลิ้งทาสี 4"" NASH RTS-004",EA,ชิ้น,1,1
10185194,"ลูกกลิ้งทาสี 7"" NASH RTS-007",EA,ชิ้น,1,1
10185198,"ลูกกลิ้งทาสี 10"" NASH RTS-010",EA,ชิ้น,1,1
10185203,"ลูกกลิ้งทาสีด้ามยาว 4"" NASH RS-R-024",EA,ชิ้น,1,1
10185367,"แผ่นเจียรเหล็ก 4""*2มม. #2609 NASH",PL,แผ่น,1,1
10185368,"แผ่นเจียรเหล็ก 4""*6มม. #2610 NASH",PL,แผ่น,1,1
10185370,"แผ่นตัดเหล็ก 7""x2มม. A46RBF NASH",PL,แผ่น,1,1
10185373,"แผ่นเจียรเหล็ก 4""*6มม. #2601 NASH",PL,แผ่น,1,1
10185374,"แผ่นตัดเหล็ก 14""x3.2มม. #2603 NASH",PL,แผ่น,1,1
10185375,"แผ่นตัดเหล็ก 4""x3มม. #2603 NASH",PL,แผ่น,1,1
10185379,"แผ่นเจียร์แสตนเลส 4""#2609 NASH",PL,แผ่น,1,1
10185382,"แผ่นเจียร์กระจก 4""#2611 NASH",PL,แผ่น,1,1
10185389,"สายรัดเอนกประสงค์  1 1/2"" *8ม.NASH",SEN,เส้น,1,1
10185390,"สายรัดเอนกประสงค์  2"" *8ม.NASH",SEN,เส้น,1,1
10185391,"สายพานยกของ 2ตัน 2""*4ม.NASH สีเขียว",SEN,เส้น,1,1
10185392,"สายพานยกของ 3ตัน 3""*4ม.NASH สีเหลือง",SEN,เส้น,1,1
10185395,"สายพานยกของ 4ตัน 4""*4ม.NASH สีเทา",SEN,เส้น,1,1
10185396,"สายพานยกของ 5ตัน 5""*4ม.NASH สีแดง",SEN,เส้น,1,1
10185530,ตลับเมตร 5ม.x19มม. MCR015-19ST NASH,EA,ชิ้น,1,1
10185532,ตลับเมตร 7.5ม.x25มม. MCR017.5-25ST NASH,EA,ชิ้น,1,1
10185707,ตลับเมตร 3ม.x16มม. CR-3G48W NASH,EA,ชิ้น,1,1
10185708,ตลับเมตร 5ม.x19มม. ABS015-19ST NASH,EA,ชิ้น,1,1
10185723,ตลับเมตร 3.5ม.x16มม. CR-3H75-2W NASH,EA,ชิ้น,1,1
10185724,ตลับเมตร 5.5ม.x19มม. RBC015.5-19ST NASH,EA,ชิ้น,1,1
10185730,เทปวัดที่ 20ม.x15มม. CR01-20MT NASH,EA,ชิ้น,1,1
10185731,เทปวัดที่ 30ม.x15มม. CR01-30MT NASH,EA,ชิ้น,1,1
10185732,เทปวัดที่ 50ม.x15มม. CR01-50MT NASH,EA,ชิ้น,1,1
10186460,แหวนปากตาย 14ตัวชุด NASH TY-3108SJ,ZWF,ชุด,1,1
10186461,กุญแจแหวน 6 * 7 NASH TY-1108,EA,ชิ้น,1,1
10186462,กุญแจแหวน 8 * 9 NASH TY-1108,EA,ชิ้น,1,1
10186465,กุญแจแหวน 12 * 13 NASH TY-1108,EA,ชิ้น,1,1
10186466,กุญแจแหวน 14 * 15 NASH TY-1108,EA,ชิ้น,1,1
10186467,กุญแจแหวน 16 * 17 NASH TY-1108,EA,ชิ้น,1,1
10186469,กุญแจแหวน 20 * 22 NASH TY-1108,EA,ชิ้น,1,1
10186472,กุญแจแหวน 21 * 23 NASH TY-1108,EA,ชิ้น,1,1
10186474,กุญแจแหวน 24 * 27 NASH TY-1108,EA,ชิ้น,1,1
10186475,กุญแจแหวน 25 * 28 NASH TY-1108,EA,ชิ้น,1,1
10186476,กุญแจแหวน 27 * 30 NASH TY-1108,EA,ชิ้น,1,1
10186477,กุญแจแหวน 30 * 32 NASH TY-1108,EA,ชิ้น,1,1
10186480,กุญแจแหวน 6ตัวชุด NASH TY-1108SJ,ZWF,ชุด,1,1
10186481,กุญแจแหวน 8ตัวชุด NASH TY1103SJ,ZWF,ชุด,1,1
10186483,"กุญแจเลื่อน 8"" TY-10521",EA,ชิ้น,1,1
10186484,"กุญแจเลื่อน 10"" TY-10522",EA,ชิ้น,1,1
10186486,"กุญแจเลื่อน 12"" TY-10523",EA,ชิ้น,1,1
10186487,"กุญแจเลื่อน 15"" TY-10524",EA,ชิ้น,1,1
10186488,"กุญแจเลื่อน 18"" TY-10525",EA,ชิ้น,1,1
10186491,"กุญแจเลื่อน 24"" TY-10526",EA,ชิ้น,1,1
10186559,กล่องพักสาย 2X4 เหลือง Power max,EA,ชิ้น,1,1
10186560,กล่องพักสาย 4X4 เหลือง Power max,EA,ชิ้น,1,1
10186863,บ๊อกตัวที ยาว 8MM.TY-11550 NASH,EA,ชิ้น,1,1
10186864,บ๊อกตัวที ยาว 10MM.TY-11552 NASH,EA,ชิ้น,1,1
10186865,บ๊อกตัวที ยาว 11MM.TY-11553 NASH,EA,ชิ้น,1,1
10186866,บ๊อกตัวที ยาว 12MM.TY-11554 NASH,EA,ชิ้น,1,1
10186867,บ๊อกตัวที ยาว 13MM.TY-11555 NASH,EA,ชิ้น,1,1
10186868,บ๊อกตัวที ยาว 14MM.TY-11556 NASH,EA,ชิ้น,1,1
10186871,บ๊อกตัวที ยาว 17MM.TY-11559 NASH,EA,ชิ้น,1,1
10186872,บ๊อกตัวที ยาว 19MM.TY-11560 NASH,EA,ชิ้น,1,1
10186887,บ๊อกตัววาย 8*9*10 TY-11594 NASH,EA,ชิ้น,1,1
10186888,บ๊อกตัววาย 8*10*12 TY-11595 NASH,EA,ชิ้น,1,1
10186889,บ๊อกตัววาย 10*12*14 TY-11596 NASH,EA,ชิ้น,1,1
10186891,บ๊อกตัววาย 12*14*17 TY-11597 NASH,EA,ชิ้น,1,1
10186894,บ๊อกตัววาย 14*17*19 TY-11598 NASH,EA,ชิ้น,1,1
10187183,คราด 14ฟัน สีส้ม NASH,EA,ชิ้น,1,1
10187385,"ดอกสว่านเจาะไม้ 3/16"" N10019006 NASH",EA,ชิ้น,1,1
10187386,"ดอกสว่านเจาะไม้ 1/4"" N10019010 NASH",EA,ชิ้น,1,1
10187387,"ดอกสว่านเจาะไม้ 5/16"" N10019014 NASH",EA,ชิ้น,1,1
10187388,"ดอกสว่านเจาะไม้ 3/8"" N10019018 NASH",EA,ชิ้น,1,1
10187389,"ดอกสว่านเจาะไม้ 1/2"" N10019026 NASH",EA,ชิ้น,1,1
10187390,"ดอกสว่านเจาะไม้ 9/16"" N10019028 NASH",EA,ชิ้น,1,1
10187391,"ดอกสว่านเจาะไม้ 5/8"" N10019032 NASH",EA,ชิ้น,1,1
10187392,"ดอกสว่านเจาะไม้ 3/4"" N10019033 NASH",EA,ชิ้น,1,1
10187402,"ดอกสว่านเจาะไม้ 1/4""*9"" N10839001 NASH",EA,ชิ้น,1,1
10187403,"ดอกสว่านเจาะไม้ 3/8""*9"" N10839002 NASH",EA,ชิ้น,1,1
10187404,"ดอกสว่านเจาะไม้ 1/2""*9"" N10839003 NASH",EA,ชิ้น,1,1
10187414,ดอกเจาะคอนกรีต 14มม.N30040272 NASH,EA,ชิ้น,1,1
10187419,ดอกโรตารี่ 5*110MM N30320002 NASH,EA,ชิ้น,1,1
10187420,ดอกโรตารี่  5.5*110MM N30320003 NASH,EA,ชิ้น,1,1
10187421,ดอกโรตารี่  6*110MM N30320004 NASH,EA,ชิ้น,1,1
10187422,ดอกโรตารี่  6.5*110MM N30320005 NASH,EA,ชิ้น,1,1
10187423,ดอกโรตารี่  7*110MM N30320006 NASH,EA,ชิ้น,1,1
10187424,ดอกโรตารี่ 8*110MM N30320007 NASH,EA,ชิ้น,1,1
10187425,ดอกโรตารี่ 10*110MM N30320009 NASH,EA,ชิ้น,1,1
10187426,ดอกโรตารี่  6*160MM N30320011 NASH,EA,ชิ้น,1,1
10187427,ดอกโรตารี่  6.5*160MM N30320012 NASH,EA,ชิ้น,1,1
10187428,ดอกโรตารี่  7*160MM N30320013 NASH,EA,ชิ้น,1,1
10187430,ดอกโรตารี่  9*160MM N30320015 NASH,EA,ชิ้น,1,1
10187431,ดอกโรตารี่  10*160MM N30320016 NASH,EA,ชิ้น,1,1
10187432,ดอกโรตารี่  12*160MM N30320018 NASH,EA,ชิ้น,1,1
10187434,ดอกโรตารี่  16*160MM N30320022 NASH,EA,ชิ้น,1,1
10187435,ดอกโรตารี่  10*210MM N30320029 NASH,EA,ชิ้น,1,1
10187437,ดอกโรตารี่  14*210MM N30320033 NASH,EA,ชิ้น,1,1
10187438,ดอกโรตารี่  16*210MM N30320035 NASH,EA,ชิ้น,1,1
10187443,"ดอกเจาะเหล็ก 7/64"" N40089004 NASH ดำ",P2,แพค(2),1,1
10187445,"ดอกเจาะเหล็ก 9/64"" N40089006 NASH ดำ",EA,ชิ้น,1,1
10187448,"ดอกเจาะเหล็ก 3/16"" N40089009 NASH ดำ",EA,ชิ้น,1,1
10187458,"ดอกเจาะเหล็ก 13/32"" N40089023 NASH ดำ",EA,ชิ้น,1,1
10187459,"ดอกเจาะเหล็ก 7/16"" N40089025 NASH ดำ",EA,ชิ้น,1,1
10187461,"ดอกเจาะเหล็ก 1/2"" N40089029 NASH ดำ",EA,ชิ้น,1,1
10187465,"ดอกเจาะเหล็ก 3/32"" N40099003 NASH ขาว",P2,แพค(2),1,1
